query_id,query,desired_location,profile_skills,desired_experience,workplace_preference,desired_job_types,job_id,title,company,description,location,workplace,experience_level,job_type,posted_at,skills,salary,url,source,label
query-0131,mid UX Designer,"Berlin, Germany",design systems|figma|usability,mid,remote,full time,query-0131-job-7,Site Reliability Engineer,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with terraform linux observability aws in a collaborative team.,"London, UK",hybrid,entry,contract,2026-05-25 12:00:00+00:00,terraform|linux|observability|aws,"$90,000 - $140,000",https://jobs.example/query-0131-job-7,synthetic,0
query-0175,lead Analytics Engineer,Remote,airflow|dbt|spark,lead,remote,full time,query-0175-job-4,ML Engineer,Helio Systems,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with scikit learn mlops python sql in a collaborative team.,Remote,hybrid,entry,part time,2026-04-30 05:00:00+00:00,scikit learn|mlops|python|sql,,https://jobs.example/query-0175-job-4,synthetic,0
query-0243,mid Technical Product Manager,"Berlin, Germany",experimentation|analytics|roadmaps,mid,hybrid,full time,query-0243-job-4,UX Researcher,Helio Systems,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with prototyping design systems research usability in a collaborative team.,"London, UK",hybrid,senior,contract,2026-04-23 06:00:00+00:00,prototyping|design systems|research|usability,,https://jobs.example/query-0243-job-4,synthetic,0
query-0290,mid Machine Learning Engineer,"London, UK",nlp|pytorch|python,mid,remote,full time,query-0290-job-1,Technical Specialist,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with nlp pytorch python mlops in a collaborative team.,"London, UK",remote,mid,full time,2026-05-25 05:00:00+00:00,nlp|pytorch|python|mlops,"$90,000 - $140,000",https://jobs.example/query-0290-job-1,synthetic,1
query-0208,entry Technical Product Manager,Remote,discovery|experimentation|agile,entry,hybrid,part time,query-0208-job-1,Program Lead,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with discovery experimentation agile analytics in a collaborative team.,Remote,hybrid,entry,part time,2026-05-21 17:00:00+00:00,discovery|experimentation|agile|analytics,"$90,000 - $140,000",https://jobs.example/query-0208-job-1,synthetic,1
query-0029,lead Data Platform Engineer,"New York, USA",sql|airflow|dbt,lead,onsite,full time,query-0029-job-7,Cloud Engineer,Vertex Studio,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with linux kubernetes terraform aws in a collaborative team.,"Toronto, Canada",onsite,mid,contract,2026-05-02 09:00:00+00:00,linux|kubernetes|terraform|aws,"$90,000 - $140,000",https://jobs.example/query-0029-job-7,synthetic,0
query-0031,lead Security Engineer,"Toronto, Canada",threat modeling|cloud security|python,lead,onsite,full time,query-0031-job-4,Data Engineer,Orbit Works,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with spark sql kafka python in a collaborative team.,"Toronto, Canada",remote,entry,part time,2026-05-13 23:00:00+00:00,spark|sql|kafka|python,,https://jobs.example/query-0031-job-4,synthetic,0
query-0277,senior Cloud Engineer,Remote,observability|linux|python,senior,remote,contract,query-0277-job-1,Infrastructure Specialist,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with observability linux python kubernetes in a collaborative team.,Remote,remote,senior,contract,2026-05-14 00:00:00+00:00,observability|linux|python|kubernetes,,https://jobs.example/query-0277-job-1,synthetic,1
query-0021,mid DevOps Engineer,"London, UK",python|aws|observability,mid,onsite,full time,query-0021-job-5,Backend Engineer,Maple Cloud,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python postgresql docker rest api in a collaborative team.,"New York, USA",hybrid,mid,contract,2026-05-31 08:00:00+00:00,python|postgresql|docker|rest api,,https://jobs.example/query-0021-job-5,synthetic,0
query-0095,entry Frontend Engineer,"London, UK",testing|css|typescript,entry,remote,contract,query-0095-job-7,Python Developer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql fastapi python rest api in a collaborative team.,Remote,remote,entry,contract,2026-05-31 10:00:00+00:00,postgresql|fastapi|python|rest api,"$90,000 - $140,000",https://jobs.example/query-0095-job-7,synthetic,0
query-0181,senior UX Researcher,"Berlin, Germany",research|prototyping|design systems,senior,remote,full time,query-0181-job-7,Security Engineer,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with cloud security siem threat modeling incident response in a collaborative team.,"Berlin, Germany",onsite,mid,contract,2026-05-09 14:00:00+00:00,cloud security|siem|threat modeling|incident response,"$90,000 - $140,000",https://jobs.example/query-0181-job-7,synthetic,0
query-0029,lead Data Platform Engineer,"New York, USA",sql|airflow|dbt,lead,onsite,full time,query-0029-job-5,Product Designer,Vertex Studio,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with research figma prototyping design systems in a collaborative team.,"Berlin, Germany",onsite,entry,full time,2026-05-20 21:00:00+00:00,research|figma|prototyping|design systems,,https://jobs.example/query-0029-job-5,synthetic,0
query-0097,mid ML Engineer,"Toronto, Canada",python|sql|mlops,mid,remote,full time,query-0097-job-5,SOC Analyst,Orbit Works,We are hiring someone to protect applications investigate threats and improve security controls. You will work with siem incident response cloud security python in a collaborative team.,"London, UK",hybrid,lead,full time,2026-04-25 01:00:00+00:00,siem|incident response|cloud security|python,"$90,000 - $140,000",https://jobs.example/query-0097-job-5,synthetic,0
query-0226,lead Data Engineer,"London, UK",python|dbt|airflow,lead,hybrid,full time,query-0226-job-4,Application Security Engineer,Northstar Labs,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling cloud security siem incident response in a collaborative team.,"Berlin, Germany",hybrid,senior,part time,2026-06-01 00:00:00+00:00,threat modeling|cloud security|siem|incident response,,https://jobs.example/query-0226-job-4,synthetic,0
query-0098,entry Technical Product Manager,"Berlin, Germany",experimentation|agile|sql,entry,remote,full time,query-0098-job-1,Program Lead,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with experimentation agile sql analytics roadmaps in a collaborative team.,"Berlin, Germany",remote,entry,full time,2026-04-26 01:00:00+00:00,experimentation|agile|sql|analytics|roadmaps,"$90,000 - $140,000",https://jobs.example/query-0098-job-1,synthetic,1
query-0069,lead Python Developer,"Toronto, Canada",docker|redis|python,lead,remote,full time,query-0069-job-3,DevOps Engineer,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with kubernetes linux terraform python in a collaborative team.,"London, UK",remote,entry,full time,2026-05-15 19:00:00+00:00,kubernetes|linux|terraform|python,"$90,000 - $140,000",https://jobs.example/query-0069-job-3,synthetic,0
query-0109,senior UX Designer,"New York, USA",figma|prototyping|research,senior,remote,full time,query-0109-job-2,UX Designer,Maple Cloud,"Role focused on research user needs and design intuitive digital product experiences, but requires mid experience and attendance in Toronto, Canada.","Toronto, Canada",onsite,mid,part time,2026-04-27 12:00:00+00:00,design systems|usability,"$90,000 - $140,000",https://jobs.example/query-0109-job-2,synthetic,0
query-0140,lead Python Developer,Remote,rest api|docker|redis,lead,hybrid,full time,query-0140-job-7,Applied AI Engineer,Maple Cloud,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with pytorch scikit learn nlp python in a collaborative team.,"Toronto, Canada",onsite,lead,contract,2026-05-31 17:00:00+00:00,pytorch|scikit learn|nlp|python,,https://jobs.example/query-0140-job-7,synthetic,0
query-0060,senior Cloud Engineer,"New York, USA",observability|linux|aws,senior,remote,full time,query-0060-job-5,Technical Product Manager,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with roadmaps agile discovery sql in a collaborative team.,Remote,remote,entry,contract,2026-05-23 12:00:00+00:00,roadmaps|agile|discovery|sql,,https://jobs.example/query-0060-job-5,synthetic,0
query-0012,lead ML Engineer,"Berlin, Germany",python|pytorch|mlops,lead,remote,full time,query-0012-job-4,SOC Analyst,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with siem python incident response cloud security in a collaborative team.,"London, UK",hybrid,entry,full time,2026-04-28 17:00:00+00:00,siem|python|incident response|cloud security,"$90,000 - $140,000",https://jobs.example/query-0012-job-4,synthetic,0
query-0005,lead UX Designer,"Toronto, Canada",research|prototyping|design systems,lead,hybrid,full time,query-0005-job-4,Applied AI Engineer,Orbit Works,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with sql scikit learn pytorch python in a collaborative team.,"New York, USA",remote,mid,full time,2026-05-07 01:00:00+00:00,sql|scikit learn|pytorch|python,"$90,000 - $140,000",https://jobs.example/query-0005-job-4,synthetic,0
query-0150,lead Technical Product Manager,"London, UK",sql|roadmaps|analytics,lead,onsite,contract,query-0150-job-7,Applied AI Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with mlops pytorch nlp scikit learn in a collaborative team.,"Toronto, Canada",hybrid,senior,part time,2026-04-18 10:00:00+00:00,mlops|pytorch|nlp|scikit learn,"$90,000 - $140,000",https://jobs.example/query-0150-job-7,synthetic,0
query-0081,entry Technical Product Manager,Remote,roadmaps|sql|agile,entry,remote,full time,query-0081-job-1,Program Lead,Helio Systems,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with roadmaps sql agile experimentation in a collaborative team.,Remote,remote,entry,full time,2026-05-26 16:00:00+00:00,roadmaps|sql|agile|experimentation,"$90,000 - $140,000",https://jobs.example/query-0081-job-1,synthetic,1
query-0030,entry Analytics Engineer,"Toronto, Canada",kafka|spark|airflow,entry,hybrid,part time,query-0030-job-7,Security Engineer,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python threat modeling cloud security siem in a collaborative team.,"Toronto, Canada",remote,lead,contract,2026-04-20 00:00:00+00:00,python|threat modeling|cloud security|siem,,https://jobs.example/query-0030-job-7,synthetic,0
query-0278,entry Security Engineer,"Berlin, Germany",threat modeling|incident response|cloud security,entry,hybrid,full time,query-0278-job-4,Data Engineer,Vertex Studio,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with dbt kafka python airflow in a collaborative team.,"New York, USA",onsite,senior,full time,2026-05-06 09:00:00+00:00,dbt|kafka|python|airflow,"$90,000 - $140,000",https://jobs.example/query-0278-job-4,synthetic,0
